universe,eval_year,period,feature,target,train_n,test_n,train_spearman,direction,oos_spearman,directed_oos_spearman,raw_high_minus_low,directed_high_minus_low
K200,2021,DEV_2020_2022,BREADTH_CHANGE_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.023669348596714483,1,0.1367472804110513,0.1367472804110513,0.004824675762509898,0.004824675762509898
K200,2021,DEV_2020_2022,DISPERSION_CHANGE_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.24551276197701188,1,0.019999999999999997,0.019999999999999997,0.006639617916667218,0.006639617916667218
K200,2021,DEV_2020_2022,AVG_PAIR_CORR_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.14842199166918374,-1,0.019489795918367348,-0.019489795918367348,0.0012912624867935213,-0.0012912624867935213
K200,2021,DEV_2020_2022,PC1_SHARE_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.019752791572716696,1,0.12887755102040815,0.12887755102040815,0.002491647967642619,0.002491647967642619
K200,2021,DEV_2020_2022,FACTOR_VOL_MEDIAN_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.04500467115753391,1,0.15051020408163265,0.15051020408163265,-0.0004176094387701879,-0.0004176094387701879
K200,2021,DEV_2020_2022,SIGN_ALIGNMENT_20_60,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.08920696295598327,1,0.009946109134209102,0.009946109134209102,-0.000820015413022757,-0.000820015413022757
K200,2021,DEV_2020_2022,LEADER_ABS_SHARE_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.14041710275844146,-1,0.13316326530612244,-0.13316326530612244,0.006932557730651457,-0.006932557730651457
K200,2021,DEV_2020_2022,TOP2_ABS_SHARE_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.21559955887414572,-1,0.10346938775510203,-0.10346938775510203,0.003075887747802559,-0.003075887747802559
K200,2021,DEV_2020_2022,LEADER_Z_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,-0.02947441868088385,-1,0.05479591836734694,-0.05479591836734694,0.0006929925079682915,-0.0006929925079682915
K200,2021,DEV_2020_2022,TOP2_PREMIUM_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.05637092034681297,1,0.16367346938775507,0.16367346938775507,0.008985364366542169,0.008985364366542169
K200,2021,DEV_2020_2022,EXTREME_RANGE_RATIO_20,TARGET_TOP2_RELATIVE_LOSS_20,234,49,0.12123234267330699,1,-0.23030612244897955,-0.23030612244897955,-0.01047871722680634,-0.01047871722680634
K200,2021,DEV_2020_2022,BREADTH_20,TARGET_TOP2_DROP_SHARE_20,234,49,-0.07261115567750866,-1,0.11844702356911105,-0.11844702356911105,0.04370629370629364,-0.04370629370629364
K200,2021,DEV_2020_2022,BREADTH_60,TARGET_TOP2_DROP_SHARE_20,234,49,-0.036541052454098895,-1,-0.08058404522988498,0.08058404522988498,-0.07450980392156858,0.07450980392156858
K200,2021,DEV_2020_2022,DISPERSION_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.16333940051412793,1,0.19685610374432225,0.19685610374432225,0.16425120772946866,0.16425120772946866
K200,2021,DEV_2020_2022,DISPERSION_60,TARGET_TOP2_DROP_SHARE_20,234,49,-0.005210836203309658,-1,0.16623016154689144,-0.16623016154689144,0.1384615384615384,-0.1384615384615384
K200,2021,DEV_2020_2022,ABS_OPPORTUNITY_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.14819271651230453,1,0.1793888363313389,0.1793888363313389,0.15209790209790208,0.15209790209790208
K200,2021,DEV_2020_2022,RANGE_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.18348921676793326,1,0.1902767663520985,0.1902767663520985,0.15773809523809523,0.15773809523809523
K200,2021,DEV_2020_2022,LEADER_STRENGTH_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.1042278691562644,1,0.16902492433296878,0.16902492433296878,0.1420289855072464,0.1420289855072464
K200,2021,DEV_2020_2022,LOSER_WEAKNESS_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.16849349807707487,1,0.21880663645997128,0.21880663645997128,0.18599033816425126,0.18599033816425126
K200,2021,DEV_2020_2022,WINNER_GAP_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.19438759507259987,1,0.08588073144716808,0.08588073144716808,0.023076923076923106,0.023076923076923106
K200,2021,DEV_2020_2022,CROSS_HORIZON_RANK_CORR,TARGET_TOP2_DROP_SHARE_20,234,49,-0.02095180802113312,-1,0.047708769792853135,-0.047708769792853135,0.045454545454545525,-0.045454545454545525
K200,2021,DEV_2020_2022,PREV_RANK_CORR_20,TARGET_TOP2_DROP_SHARE_20,234,49,-0.03616670973140549,-1,0.18444357300660574,-0.18444357300660574,0.07486631016042777,-0.07486631016042777
K200,2021,DEV_2020_2022,RANK_TURNOVER_20,TARGET_TOP2_DROP_SHARE_20,234,49,0.03616670973140549,1,-0.18444357300660574,-0.18444357300660574,-0.07486631016042777,-0.07486631016042777
